"SKU","Product Name","Smell Group","Smell Subgroup","Smell Head","Smell Heart","Smell Base","Colour","hue","value","chroma","Edition"
"401275DE",Little Fox,"""Fruity""","""Spicy""","""Pear, Plum, Apple Slices""","""Nutmeg, Cinnamon, Eucalyptus, Butter Cider""","""Heliotrope, Vanilla, Amber, Tonka Bean""","""Bordeaux ""","5R","""3""","""8""","""Exclusive"""
"401275FR",Little Fox,"""Oriental""","""Gourmand""","""Pear, Plum, Apple Slices""","""Nutmeg, Cinnamon, Eucalyptus, Butter Cider""","""Heliotrope, Vanilla, Amber, Tonka Bean""","""Bordeaux ""","5R","""3""","""8""","""Exclusive"""
"401275FR",Little Fox,"""Fruity""","""Spicy""","""Pear, Plum, Apple Slices""","""Nutmeg, Cinnamon, Eucalyptus, Butter Cider""","""Heliotrope, Vanilla, Amber, Tonka Bean""","""Bordeaux ""","5R","""3""","""8""","""Exclusive"""
"401275IT",Little Fox,"""Oriental""","""Gourmand""","""Pear, Plum, Apple Slices""","""Nutmeg, Cinnamon, Eucalyptus, Butter Cider""","""Heliotrope, Vanilla, Amber, Tonka Bean""","""Bordeaux ""","5R","""3""","""8""","""Exclusive"""
"401275IT",Little Fox,"""Fruity""","""Spicy""","""Pear, Plum, Apple Slices""","""Nutmeg, Cinnamon, Eucalyptus, Butter Cider""","""Heliotrope, Vanilla, Amber, Tonka Bean""","""Bordeaux ""","5R","""3""","""8""","""Exclusive"""
"401276DE",Lady Skarlette,"""Fresh""","""Fruity""","""Lemon, Orange, Leaves Accord""","""Clove, Nutmeg, Cinnamon, Black Tea Leaves, Jasmine, Rose, ""","""Red Fruits, Tonka Bean, Vanilla, Patchouli, Oak Moss, Cedarwood, White Musks ""","""Black""",N0,"""0""","""0""","""Exclusive"""
"401276FR",Lady Skarlette,"""Fresh""","""Fruity""","""Lemon, Orange, Leaves Accord""","""Clove, Nutmeg, Cinnamon, Black Tea Leaves, Jasmine, Rose, ""","""Red Fruits, Tonka Bean, Vanilla, Patchouli, Oak Moss, Cedarwood, White Musks ""","""Black""",N0,"""0""","""0""","""Exclusive"""
"401276IT",Lady Skarlette,"""Fresh""","""Fruity""","""Lemon, Orange, Leaves Accord""","""Clove, Nutmeg, Cinnamon, Black Tea Leaves, Jasmine, Rose, ""","""Red Fruits, Tonka Bean, Vanilla, Patchouli, Oak Moss, Cedarwood, White Musks ""","""Black""",N0,"""0""","""0""","""Exclusive"""
"401279DE",Winter Castle,"""Oriental""","""Gourmand""","""Lemon Zest, Sugarcane""","""Cinnamon Leaf, Milky Notes""","""Creamy Nutmeg, Vanilla Bean, Sweet Musk""","""Light Purple""","5RP","""9""","""2""","""Blogger"""
"40127DE",Cuddle Candle,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""Blue""","2.5PB","""7""","""8""","""Classic"""
"401280DE",Winter Fantasy,"""Oriental""","""Gourmand""","""Coconut, Almond""","""Gourmande, Sweet, Chocolate""","""Vanilla""","""White""",N10,"""0""","""10""","""Blogger"""
"401281FR",Good Vibes Only,"""Oriental""","""Gourmand""","""Cream, Coconut Water, Candy""","""Coconut, Amber""","""Vanilla, Musk, Sandalwood""","""White""",N10,"""0""","""10""","""Blogger"""
"401284DE",Sweet Dream,"""Floral""","""Floral""","""Cassis, Orange, Pineapple""","""Ozonic, Tropical, Coconut, Red Fruit, Hibiscus Blossom""","""Sweet, Musk, Sandalwood, Peach""","""Baby Blue""","10B","""8""","""4""",
"401284FR",Sweet Dream,"""Floral""","""Floral""","""Cassis, Orange, Pineapple""","""Ozonic, Tropical, Coconut, Red Fruit, Hibiscus Blossom""","""Sweet, Musk, Sandalwood, Peach""","""Baby Blue""","10B","""8""","""4""",
"401284IT",Sweet Dream,"""Floral""","""Floral""","""Cassis, Orange, Pineapple""","""Ozonic, Tropical, Coconut, Red Fruit, Hibiscus Blossom""","""Sweet, Musk, Sandalwood, Peach""","""Baby Blue""","10B","""8""","""4""",
"401286DE",Christmas Unicorn,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""","""Exclusive"""
"401286FR",Christmas Unicorn,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""","""Exclusive"""
"401288IT",Dolce Vita,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""","""Exclusive"""
"401302UK",Pretty in Pink,"""Oriental""","""Gourmand""","""Green Leaves, Watery""","""Pineapple, Coconut, Prune, Marine""","""Vanilla, Musk, Jasmine""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"401303UK",Rosy Glow,"""Floral""","""Floral""","""Cassis, Orange, Pineapple""","""Ozonic, Tropical, Coconut, Red Fruit, Hibiscus Blossom""","""Sweet, Musk, Sandalwood, Peach""","""Dark Red""","5R","""4""","""14""","""Classic"""
"401304UK",Pure and Simple,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""White""",N10,"""0""","""10""","""Classic"""
"401305UK",You Are My Sunshine,"""Oriental""","""Gourmand""","""Butter Note""","""Milky Note""","""Vanilla, Sweet Sugar""","""Light Orange""","2.5Y","""8""","""8""","""Classic"""
"401315DE",Sangria Party,"""Sweet""","""Sweet""","""Mandarin, Lime""","""Berry, Fruit, Orange""","""Floral, Orange, Soft Musk""","""Light Orange""","10YR","""8""","""6""","""Classic"""
"401315FR",Sangria Party,"""Sweet""","""Sweet""","""Mandarin, Lime""","""Berry, Fruit, Orange""","""Floral, Orange, Soft Musk""","""Light Orange""","10YR","""8""","""6""","""Classic"""
"401315IT",Sangria Party,"""Sweet""","""Sweet""","""Mandarin, Lime""","""Berry, Fruit, Orange""","""Floral, Orange, Soft Musk""","""Light Orange""","10YR","""8""","""6""","""Classic"""
"401316DE",Fairy Dust,"""Fresh""","""Fruity""","""Citrus, Orange, Bergamot""","""Citrus, Green Mango, Sea Salt""","""Sea Kelp, Floral, Amber""","""Greyish Indigo""","10PB","""5""","""10""","""Classic"""
"401316FR",Fairy Dust,"""Fresh""","""Fruity""","""Citrus, Orange, Bergamot""","""Citrus, Green Mango, Sea Salt""","""Sea Kelp, Floral, Amber""","""Greyish Indigo""","10PB","""5""","""10""","""Classic"""
"401316IT",Fairy Dust,"""Fresh""","""Fruity""","""Citrus, Orange, Bergamot""","""Citrus, Green Mango, Sea Salt""","""Sea Kelp, Floral, Amber""","""Greyish Indigo""","10PB","""5""","""10""","""Classic"""
"401317DE",Tropical Like It‘s Hot!,"""Fruity""","""Fresh""","""Citrus, Pineapple, Tropical""","""Hibiscus, Guava, Berry""","""Sugar Cane, Fruit, Floral""","""Blue""","5PB","""4""","""10""","""Classic"""
"401317FR",Tropical Like It‘s Hot!,"""Fruity""","""Fresh""","""Citrus, Pineapple, Tropical""","""Hibiscus, Guava, Berry""","""Sugar Cane, Fruit, Floral""","""Blue""","5PB","""4""","""10""","""Classic"""
"401317IT",Tropical Like It‘s Hot!,"""Fruity""","""Fresh""","""Citrus, Pineapple, Tropical""","""Hibiscus, Guava, Berry""","""Sugar Cane, Fruit, Floral""","""Blue""","5PB","""4""","""10""","""Classic"""
"401318DE",Life is a Beach,"""Fresh""","""Floral""","""Lavender, Moss""","""Sea Minerals, Bergamot""","""Sandalwood, Amber""","""Light Blue""","10B","""7""","""8""","""Classic"""
"401318FR",Life is a Beach,"""Fresh""","""Floral""","""Lavender, Moss""","""Sea Minerals, Bergamot""","""Sandalwood, Amber""","""Light Blue""","10B","""7""","""8""","""Classic"""
"401318IT",Life is a Beach,"""Fresh""","""Floral""","""Lavender, Moss""","""Sea Minerals, Bergamot""","""Sandalwood, Amber""","""Light Blue""","10B","""7""","""8""","""Classic"""
"40132FR",Creme Brulee,"""Oriental""","""Gourmand""","""Milky Note""","""Chocolate""","""Vanilla, Brown Sugar""","""Brown""","10YR","""7""","""8""","""Classic"""
"40132IT",Creme Brulee,"""Oriental""","""Gourmand""","""Milky Note""","""Chocolate""","""Vanilla, Brown Sugar""","""Brown""","10YR","""7""","""8""","""Classic"""
"40134DE",Strawberry Cupcake,"""Fresh""","""Fruity""","""nan""","""nan""","""nan""","""Red""","5R","""4""","""14""","""Classic"""
"401359DE",Creamy Cappuccino,,,,,,"""Violet""","7.5PB","""7""","""4""","""Classic"""
"401359FR",Creamy Cappuccino,,,,,,"""Violet""","7.5PB","""7""","""4""","""Classic"""
"401359IT",Creamy Cappuccino,,,,,,"""Violet""","7.5PB","""7""","""4""","""Classic"""
"401360DE",Sweet Surprise,,,,,,"""White""",N10,"""0""","""10""","""Classic"""
"401360FR",Sweet Surprise,,,,,,"""White""",N10,"""0""","""10""","""Classic"""
"401360IT",Sweet Surprise,,,,,,"""White""",N10,"""0""","""10""","""Classic"""
"40142DE",Fruity Watermelon,"""Fresh""","""Fruity""","""nan""","""nan""","""nan""","""Pink""","2.5R","""5""","""10""","""Classic"""
"40149DE",Mulled Wine,"""Oriental""","""Gourmand""","""Orange""","""Almond, Star Anise""","""Cinnamon, Cloves""","""Dark Red""","5R","""3""","""10""","""Classic"""
"40149FR",Mulled Wine,"""Oriental""","""Gourmand""","""Orange""","""Almond, Star Anise""","""Cinnamon, Cloves""","""Dark Red""","5R","""3""","""10""","""Classic"""
"40149IT",Mulled Wine,"""Oriental""","""Gourmand""","""Orange""","""Almond, Star Anise""","""Cinnamon, Cloves""","""Dark Red""","5R","""3""","""10""","""Classic"""
"40151DE",Gingerbread,"""Oriental""","""Gourmand""","""Lemon Peel, Groun Cinnamon""","""Grated Ginger, Star Anise, Clove Bud""","""Baked Cooki, Maple Sugar, Vanilla Bean""","""Red""","7.5R","""3""","""8""","""Classic"""
"40154DE",Vanilla Croissant,"""Oriental""","""Gourmand""","""Angel Food Cake Accord, Whipped Buttercream""","""French Vanilla Bean""","""Coconut Milk""","""Beige ""","5Y","""9""","""4""","""Classic"""
"40155DE",Baked Apple,"""Fresh""","""Fruity""","""Apple, Orange""","""Cinnamon, Cloves""","""Vanilla""","""Red""","7.5R","""5""","""18""","""Classic"""
"40155FR",Baked Apple,"""Fresh""","""Fruity""","""Apple, Orange""","""Cinnamon, Cloves""","""Vanilla""","""Red""","7.5R","""5""","""18""","""Classic"""
"40163FR",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"40163IT",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"40163UK",Candy Floss,"""Oriental""","""Gourmand""","""Melted Butter, Graham Cracker""","""Sweet Caramel, Whipped Milk""","""nan""","""Light Pink""","5RP","""8""","""6""","""Classic"""
"40165DE",Merry Christmas,,,,,,"""Dark Green""","5G","""5""","""8""","""Classic"""
"40165FR",Merry Christmas,,,,,,"""Dark Green""","5G","""5""","""8""","""Classic"""
"40165IT",Merry Christmas,,,,,,"""Dark Green""","5G","""5""","""8""","""Classic"""
"40166DE",Santa Claus,"""nan""","""nan""","""nan""","""nan""","""nan""","""Pink ""","5R","""5""","""18""","""Classic"""
"40166FR",Santa Claus,"""nan""","""nan""","""nan""","""nan""","""nan""","""Pink ""","5R","""5""","""18""","""Classic"""
"40166IT",Santa Claus,"""nan""","""nan""","""nan""","""nan""","""nan""","""Pink ""","5R","""5""","""18""","""Classic"""
"40167FR",Cuddle Candle,"""Fresh""","""Powdery""","""Sun-Dried Linen Accord, Bergamot Zest, Leafy Greens""","""Lily Of The Valley, Rose Petal, Vetiver""","""White Cedar, Clean Musk, Violet Leaf""","""Blue""","2.5PB","""7""","""8""","""Classic"""
"40170DE",Candy Cane,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""White""",N10,"""0""","""10""","""Classic"""
"40172DE",Roasted Almonds,"""Oriental""","""Gourmand""","""Milk, Peach""","""Cake, Honey""","""Vanilla, Sugar""","""Brown""","5YR","""5""","""8""","""Classic"""
"40172FR",Roasted Almonds,"""Oriental""","""Gourmand""","""Milk, Peach""","""Cake, Honey""","""Vanilla, Sugar""","""Brown""","5YR","""5""","""8""","""Classic"""
"40172IT",Roasted Almonds,"""Oriental""","""Gourmand""","""Milk, Peach""","""Cake, Honey""","""Vanilla, Sugar""","""Brown""","5YR","""5""","""8""","""Classic"""
"40172UK",Roasted Almonds,"""Oriental""","""Gourmand""","""Milk, Peach""","""Cake, Honey""","""Vanilla, Sugar""","""Brown""","5YR","""5""","""8""","""Classic"""
"40177FR",Candy Cane,"""Oriental""","""Gourmand""","""Almond Milk""","""Honey, Caramel""","""Vanilla, Hazelnut""","""White""",N10,"""0""","""10""","""Classic"""
"40178FR",Gingerbread,"""Oriental""","""Gourmand""","""Lemon Peel, Groun Cinnamon""","""Grated Ginger, Star Anise, Clove Bud""","""Baked Cooki, Maple Sugar, Vanilla Bean""","""Red""","7.5R","""3""","""8""","""Classic"""
"40178IT",Gingerbread,"""Oriental""","""Gourmand""","""Lemon Peel, Groun Cinnamon""","""Grated Ginger, Star Anise, Clove Bud""","""Baked Cooki, Maple Sugar, Vanilla Bean""","""Red""","7.5R","""3""","""8""","""Classic"""
"40181FR",Honey & Milk,"""Oriental""","""Gourmand""","""Citrus, Milky Notes""","""Sweet Honey, Nuts Powder""","""Vanilla, Toffee""","""Mustard""","2.5Y","""7""","""10""","""Classic"""
"402221DE",Love You More,"""Floral""","""Floral""","""Cassis, Orange, Pineapple""","""Ozonic, Tropical, Coconut, Red Fruit, Hibiscus Blossom""","""Sweet, Musk, Sandalwood, Peach""","""White""",N10,"""0""","""10""","""Love"""
"402221FR",Love You More,"""Floral""","""Floral""","""Cassis, Orange, Pineapple""","""Ozonic, Tropical, Coconut, Red Fruit, Hibiscus Blossom""","""Sweet, Musk, Sandalwood, Peach""","""White""",N10,"""0""","""10""","""Love"""
"402221IT",Love You More,"""Floral""","""Floral""","""Cassis, Orange, Pineapple""","""Ozonic, Tropical, Coconut, Red Fruit, Hibiscus Blossom""","""Sweet, Musk, Sandalwood, Peach""","""White""",N10,"""0""","""10""","""Love"""
"402260DE",Dream Team,"""Floral""","""Floral""","""Cassis, Orange, Pineapple""","""Ozonic, Tropical, Coconut, Red Fruit, Hibiscus Blossom""","""Sweet, Musk, Sandalwood, Peach""","""White""",N10,"""0""","""10""","""Exclusive"""
"402307DE",Happy Easter,"""Floral""","""Green""","""Green Lemon""","""Lily Of The Valley, Rose, Ylang""","""Jasmine, Musk""","""Light Yellow""","10Y","""9""","""4""","""Exclusive"""
"402307FR",Happy Easter,"""Floral""","""Green""","""Green Lemon""","""Lily Of The Valley, Rose, Ylang""","""Jasmine, Musk""","""Light Yellow""","10Y","""9""","""4""","""Exclusive"""
"402307IT",Happy Easter,"""Floral""","""Green""","""Green Lemon""","""Lily Of The Valley, Rose, Ylang""","""Jasmine, Musk""","""Light Yellow""","10Y","""9""","""4""","""Exclusive"""
"402314DE",You Blow Me Away,,,,,,"""Light Pink""","5R","""8""","""4""","""Exclusive"""
"402314FR",You Blow Me Away,,,,,,"""Light Pink""","5R","""8""","""4""","""Exclusive"""
"402314IT",You Blow Me Away,,,,,,"""Light Pink""","5R","""8""","""4""","""Exclusive"""
"402319DE",Cookies are Love,"""Sweet""","""Sweet""","""Almond, Praline ""","""Hazlenut, Chocolate""","""Vanilla""","""White""",N10,"""0""","""10""",
"402321DE",Lazy Sloth,,,,,,"""Red""","10R","""8""","""4""","""Exclusive"""
"402321FR",Lazy Sloth,,,,,,"""Red""","10R","""8""","""4""","""Exclusive"""
"402321IT",Lazy Sloth,,,,,,"""Red""","10R","""8""","""4""","""Exclusive"""
"402328DE","Don't Dream It, Do It!",,,,,,"""White""",N10,"""0""","""10""","""Blogger"""
"402329DE",Arabian Nights,"""Fruity""","""Fruity""","""nan""","""nan""","""nan""","""White""",N10,"""0""","""10""","""Exclusive"""
"402329FR",Arabian Nights,"""Fruity""","""Fruity""","""nan""","""nan""","""nan""","""White""",N10,"""0""","""10""","""Exclusive"""
"402329IT",Arabian Nights,"""Fruity""","""Fruity""","""nan""","""nan""","""nan""","""White""",N10,"""0""","""10""","""Exclusive"""
"402333DE",Oh Happy Day,"""Sweet""","""Gourmand""","""Raspberry, Coconut, Peach""","""Jasmin, Orange Blossom""","""Musk, Patchouli, Vanilla, Marshmallow""","""White""",N10,"""0""","""10""","""Exclusive"""
"402333FR",Oh Happy Day,"""Sweet""","""Gourmand""","""Raspberry, Coconut, Peach""","""Jasmin, Orange Blossom""","""Musk, Patchouli, Vanilla, Marshmallow""","""White""",N10,"""0""","""10""","""Exclusive"""
"402333IT",Oh Happy Day,"""Sweet""","""Gourmand""","""Raspberry, Coconut, Peach""","""Jasmin, Orange Blossom""","""Musk, Patchouli, Vanilla, Marshmallow""","""White""",N10,"""0""","""10""","""Exclusive"""
"402337DE",Elegance,,,,,,"""White""",N10,"""0""","""10""",
"402337FR",Elegance,,,,,,"""White""",N10,"""0""","""10""",
"402337IT",Elegance,,,,,,"""White""",N10,"""0""","""10""",
"402338DE",Beauty,"""Floral""","""Floral""","""Apple, Orange Blossom, Elderflower, Lime""","""Apple, Orange Blossom, Elderflower, Lime""","""nan""","""White""",N10,"""0""","""10""",
"402338FR",Beauty,"""Floral""","""Floral""","""Apple, Orange Blossom, Elderflower, Lime""","""Apple, Orange Blossom, Elderflower, Lime""","""nan""","""White""",N10,"""0""","""10""",
"402338IT",Beauty,"""Floral""","""Floral""","""Apple, Orange Blossom, Elderflower, Lime""","""Apple, Orange Blossom, Elderflower, Lime""","""nan""","""White""",N10,"""0""","""10""",
"402343DE",Charming,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""",
"402343FR",Charming,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""",
"402343IT",Charming,"""Oriental""","""Gourmand""","""Coconut, Heliotrope""","""Lily Of The Valley, Jasmine""","""Vanilla, Musk""","""White""",N10,"""0""","""10""",
"402344DE",Aloha California,"""Fruity""","""Fruity""","""nan""","""nan""","""nan""","""White""",N10,"""0""","""10""",
"402344DE",Aloha California,"""Fruity""","""Floral""","""nan""","""nan""","""nan""","""White""",N10,"""0""","""10""",
"402344FR",Aloha California,"""Fruity""","""Fruity""","""nan""","""nan""","""nan""","""White""",N10,"""0""","""10""",
"402344FR",Aloha California,"""Fruity""","""Floral""","""nan""","""nan""","""nan""","""White""",N10,"""0""","""10""",
"402347FR",Bohemian Chic,,,,,,"""Beige ""","5Y","""9""","""4""","""Blogger"""
"402349FR",Lilac Cotton,,,,,,"""White""",N10,"""0""","""10""","""Blogger"""
"402350DE",You're a Gentleman,,,,,,"""Grey""","10BG","""4""","""2""","""Exclusive"""
"402350FR",You're a Gentleman,,,,,,"""Grey""","10BG","""4""","""2""","""Exclusive"""
"402350IT",You're a Gentleman,,,,,,"""Grey""","10BG","""4""","""2""","""Exclusive"""
"402352DE",Christmas Lights,,,,,,"""Blue""","7.5PB","""3""","""14""","""Classic"""
"402352FR",Christmas Lights,,,,,,"""Blue""","7.5PB","""3""","""14""","""Classic"""
"402352IT",Christmas Lights,,,,,,"""Blue""","7.5PB","""3""","""14""","""Classic"""
"402353DE",You are Wonderful,,,,,,"""Pink""","2.5R","""3""","""10""","""Classic"""
"402353FR",You are Wonderful,,,,,,"""Pink""","2.5R","""3""","""10""","""Classic"""
"402353IT",You are Wonderful,,,,,,"""Pink""","2.5R","""3""","""10""","""Classic"""
"402354DE",Snowy Nights,,,,,,"""White""",N10,"""0""","""10""","""Classic"""
"402354FR",Snowy Nights,,,,,,"""White""",N10,"""0""","""10""","""Classic"""
"402354IT",Snowy Nights,,,,,,"""White""",N10,"""0""","""10""","""Classic"""
"402357DE",Owl I Need Is You,,,,,,"""Purple""","7.5PB","""6""","""6""",
"402357FR",Owl I Need Is You,,,,,,"""Purple""","7.5PB","""6""","""6""",
"402357IT",Owl I Need Is You,,,,,,"""Purple""","7.5PB","""6""","""6""",
"402391DE",Snowy Unicorn,,,,,,,,,,"""Exclusive"""
"402391FR",Snowy Unicorn,,,,,,,,,,"""Exclusive"""
"402391IT",Snowy Unicorn,,,,,,,,,,"""Exclusive"""
"402400FR",Don't Know Don't Care,,,,,,"""White""",N10,"""0""","""10""","""Blogger"""
"403112DE",Sweetheart,"""Floral""","""Floral""","""Rose, Jasmine, Citrus, Spicy""","""Rose, Fruity, Jasmin, Iris, Lilac""","""Musk, Balsam, Lilly Of The Valley""","""Pink""","10RP","""4""","""14""","""Sweetheart"""
"403112FR",Sweetheart,"""Floral""","""Floral""","""Rose, Jasmine, Citrus, Spicy""","""Rose, Fruity, Jasmin, Iris, Lilac""","""Musk, Balsam, Lilly Of The Valley""","""Pink""","10RP","""4""","""14""","""Sweetheart"""
"40879DE",Adventskranz,,,,,,,,,,"""Exclusive"""
"41110DE",True Love,"""Floral""","""Floral""","""Chinese Ginger, Rose Oil, Raspberry""","""Rosewood, Turkish Rose, Lotus Flower""","""Sandalwood, Patchouli, Velvet Oud""","""Dark Red""","5R","""3""","""10""","""Classic"""
